,swiss_bonds,swiss_bonds_1_5,swiss_equity,sli,spi_extra,world_equity,world_small,em_equity,real_estate,world_bonds,world_bonds_1_5,gold,commodities,infrastructure,convertibles,managed_futures,high_yield,em_debt,cash
2014-09-30,-0.0030816640986133237,-0.0004179903026251264,0.015101123595505639,0.0017524461622546728,-0.017178990326037535,0.019936130022060627,-0.010392043465258016,-0.029086716447435434,0.016025533344532494,-0.0034009455363032126,-0.0005009764020951213,-0.028889085685135152,-0.03980861239598388,-0.008205366672296766,0.006633402020560064,0.0483787903159596,-0.019827269848595064,-0.021589105464019598,0.00010416666666657193
2014-10-31,0.0035548686244204486,0.0006690641465250113,-0.0004347021083053182,0.0021653770625054136,-0.0045966624720409355,0.016507933373379968,0.02695532646633092,0.02206462991311131,0.014152503141326545,0.007065205763419957,0.002689647050015953,-0.02524668724794865,-0.033503218691156356,0.025610983313180347,0.010847235744400718,-0.007767133043271923,0.010605726456810238,0.019740959906282773,0.00010416666666657193
2014-11-30,0.008855690743877931,0.0010865022983703732,0.03463827525388763,0.03264690958276062,0.029102831505184223,0.0389692171834759,0.022860407780898484,0.007726441385418559,0.0004564721225950308,0.00918678076128665,0.002430214421578869,0.007295535031864198,-0.07393006732250873,0.011535759235440812,0.02439249439514657,0.06084619334649677,-0.010811771895897992,-0.004156881412687774,0.00010416666666657193
2014-12-31,0.008472635676666007,0.0025045917515444938,-0.015108585662022112,-0.015452678408190645,0.0029672292494442587,0.03599121769703939,0.05878970427621666,0.005355609253796745,0.04878764176769668,0.004853610998867275,-0.0011844574476393976,0.034823144833726616,-0.07711130862891713,0.010631021621775094,0.0017874643701800697,0.05655893694744818,-0.008343287595402926,-0.027489108187685463,-0.00020833333333325488
2015-01-31,0.02043596730245234,0.004746835443038,-0.06711053253743082,-0.0813274812683803,-0.07000697816416146,-0.1526404662638724,-0.15271219320799567,-0.13180207181908898,0.04645598334420953,0.01685961147996906,0.0050026281758641655,0.011406362327079256,-0.1224148044742247,-0.06680788298282636,-0.0827526308031471,-0.025807666376598037,0.006301854158385023,0.01795689282918511,-0.0006250000000000977
2015-02-28,-0.004450378282153888,0.0015748031496061188,0.07977484166663662,0.08877526049155482,0.10461071900329078,0.13934399593315172,0.1424048810065126,0.10928429310521115,0.03694025418695812,-0.007613295195319836,-0.0021237455016318574,-0.024597721988932064,0.0824900281662777,0.037352488786401405,0.07554574207715858,0.04031605558414486,0.021582824094624087,0.008868429087124374,-0.0006249999999998757
2015-03-31,0.003874236328416103,0.0,0.024149889371851918,0.028687331283345108,0.019833716610649033,-0.006598128131533487,0.01103701399114776,-0.005362932153850641,-0.0032359679266895647,0.004448583794444572,0.0009467017780580012,-0.007363506946649223,-0.04694533197214312,0.0034379837513474065,0.013768711000509581,0.0449320739089496,-0.01020756172129711,-0.0004972267926366403,-0.0006249999999998757
2015-04-30,-0.002078076295086828,0.0006620324395896215,0.007764926826919316,0.005026144699522561,0.01291560279751347,-0.007914428609670732,-0.015393852888050508,0.043878715507811306,0.010515126267704789,-0.006633562011518324,-0.0010300592487904048,-0.029597984296439894,0.04149823836563371,0.015470729801033034,-0.01336813005705939,-0.06973249237578616,0.007984672552884708,0.011603032099360533,-0.0006250000000000977
2015-05-31,0.0026030046110367966,0.0025636784651010824,0.01839123649707508,0.030527774999373092,0.0008082773076145688,-0.008127458974853452,0.0023417107818788363,-0.05122820914254256,-0.0688027748557134,-0.005259522770554748,-0.0003273833005498217,0.00843950348806266,-0.028931147504243748,-0.010665388962881273,0.021829589657687665,0.013322055460395443,0.0028261064795700452,-0.003815973446926635,-0.0006249999999999867
2015-06-30,-0.009791558489726238,0.00016497566608930647,-0.04893820767493395,-0.04422982658285379,-0.047204968944099424,0.01616534236447209,0.03088327473222341,0.013833609630541144,0.011052422678838658,-0.01330315874486887,-0.003292141497675094,-0.03302081102403975,-0.002055573695247448,-0.0634157447299688,-0.04886457084704021,-0.05941798000047194,-0.01960056468159277,-0.01887206131356145,-0.0006249999999999867
2015-07-31,0.006442430144580014,-0.0008247422680414118,0.07182613453650899,0.06778195880317228,0.05959320597225082,0.04552190811649304,0.022474074647598652,-0.04337364001796584,0.03194926770345807,0.008953014340486565,0.0013998450886647529,-0.023448543992751314,-0.0860928929886089,0.050684889742062644,0.04087992026541376,0.07480707922160312,-0.005650864589333393,0.0007509178498874558,-0.0006249999999998757
2015-08-31,0.0023818384815779137,-0.0010730499380930958,-0.06010956972385795,-0.07175059581340992,-0.03872371725991741,-0.05323533632381272,-0.0399966392024832,-0.07748080212815445,-0.04149474731513214,-0.0037247512698412866,-0.0014660557646529737,0.029360953802729295,-0.009959702466858067,-0.05997037730353183,-0.03324119604020148,-0.05822362873156106,-0.015961017910506192,-0.011997924614246314,-0.0006249999999999867
2015-09-30,-0.000668300289596635,-8.263097008753828e-05,-0.03392356485145176,-0.04629492637788202,-0.030759303075930555,-0.009039043774598077,-0.015005330382215853,-0.0018542995321751965,-0.004396275377804737,0.004994666146462157,0.0014873231641934215,-0.007896184933431027,-0.024470612789325052,-0.013747797209958001,-0.013781625872113068,0.0064398119404842635,-0.030627939697193907,-0.011412739677947092,-0.0006249999999999867
2015-10-31,0.00906524000594433,0.00355342533674885,0.052266060816929416,0.07398902007658426,0.06458783552712966,0.09457733767489862,0.0723229063087274,0.0867219523240832,0.015178927355800065,0.0022441821762968495,8.907050384832083e-05,0.041478447282567554,0.02158905495282215,0.06194791157913038,0.06354812336704341,0.02343665960613328,0.03157752410332093,0.023531916174144074,-0.0006249999999999867
2015-11-30,0.0065537555228276645,0.0034584980237153395,0.010889606152310272,0.015151410847480618,0.036084464781849235,0.08170906474889827,0.09907102780227306,0.04472271091448521,-0.007430677218630999,-0.0004867985694984034,-0.0009515154269094106,-0.028380419182816197,-0.02726206491955896,-0.0011875492743060878,0.03500213148833087,0.07953513490972841,-0.025689158993070227,0.00232468034279254,-0.0006250000000000977
2015-12-31,-0.016314287804521155,-0.0086164451009354,-0.015051543711970483,-0.01879286494305954,0.007467560311104293,-0.0811929915365528,-0.08826178453490974,-0.0846026693212607,0.020237370663420462,-0.005318987989944901,-0.0037669323198429305,-0.04529140308466062,-0.09705887183089867,-0.06968021370889443,-0.05361189238842323,-0.061476759842767126,-0.020859822519531,-0.01610592228447827,-0.0006249999999998757
2016-01-31,0.017179830432842547,0.0035593080043043734,-0.05314180715353145,-0.061643645856840346,-0.036252381794252164,-0.0011267481421274317,-0.02008824371742468,-0.0064136587978250725,0.0070991797166293225,0.013585317584512424,0.005060438546991453,0.09305233554771997,-0.00807353799154309,0.03550078181345229,-0.01816284102022858,0.037834269929784226,-0.016946249917739076,-0.0005594548182105141,-0.0006249999999999867
2016-02-29,0.012210280032170617,0.003216760145166475,-0.041961745270419515,-0.04122134304978775,-0.0008322887260547862,-0.056259092574399316,-0.04296933551003623,-0.051056918311537136,0.019370316618783745,0.008262526246045176,0.0016444021280923593,0.07920225636993194,-0.029418916210413038,-0.024424365040337515,-0.019351571353619867,-0.018784477033085167,0.014030251327815657,0.01660520215364203,-0.0006249999999999867
