,CHSPI.SW
2020-03-06,90.93224334716797
2020-03-09,85.92327880859375
2020-03-10,85.89362335205078
2020-03-11,85.68617248535156
2020-03-12,76.61668395996094
2020-03-13,78.24676513671875
2020-03-16,76.76483917236328
2020-03-17,78.95811462402344
2020-03-18,77.446533203125
2020-03-19,81.05216979980469
2020-03-20,80.91810607910156
2020-03-23,76.67971801757812
2020-03-24,82.64035034179688
2020-03-25,84.43754577636719
2020-03-26,85.09654235839844
2020-03-27,84.19794464111328
2020-03-30,86.01011657714844
2020-03-31,87.37295532226562
2020-04-01,86.36952209472656
2020-04-02,87.01350402832031
2020-04-03,86.89310455322266
2020-04-06,88.89463806152344
2020-04-07,89.43900299072266
2020-04-08,89.57506561279297
2020-04-09,89.46922302246094
2020-04-14,90.30086517333984
2020-04-15,88.36540222167969
2020-04-16,89.63554382324219
2020-04-17,91.32909393310547
2020-04-20,92.90162658691406
2020-04-21,90.72425842285156
2020-04-22,92.23632049560547
2020-04-23,91.94902801513672
2020-04-24,92.03973388671875
2020-04-27,93.19902038574219
2020-04-28,94.17524719238281
2020-04-29,95.00608825683594
2020-04-30,93.1444091796875
2020-05-04,90.62118530273438
2020-05-05,92.3135986328125
2020-05-06,92.94440460205078
2020-05-07,93.11363983154297
2020-05-08,93.71369171142578
2020-05-11,94.19062805175781
2020-05-12,94.37525939941406
2020-05-13,93.6059799194336
2020-05-14,91.85202026367188
2020-05-15,92.57511901855469
2020-05-18,94.62144470214844
2020-05-19,94.80603790283203
2020-05-20,95.3753433227539
